Family,Genus,Name,Growth.form.1,Growth.form.2,Growth.form.3,Leaf.habit,Collection.date,Grid,Latitude,Longitude,Elevation
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,19300222,G06,23.25870141,114.0251606,250
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,19300326,G21,24.72793343,113.9224344,400
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,19300214,G03,23.17093384,112.5401449,200
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,19311223,G21,24.68578612,113.5993516,400
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,19310105,G25,25.28766177,113.1791139,200
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,19310129,G03,23.17172903,112.5445899,100
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,19340326,G25,25.22107832,113.330734,700
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,19350113,G06,23.32833694,114.0027009,320
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,19410113,G25,25.16020735,113.2880898,300
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,19420314,G24,25.22459056,112.9500955,350
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,19420128,G24,25.22459056,112.9500955,130
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,19560204,G16,24.44378555,113.667447,300
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,19570108,G11,23.63535871,113.8518078,580
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,19630207,G03,23.16986332,112.5262895,200
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,20090318,G20,24.91598268,113.0771307,600
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,20100203,G03,23.17461145,112.5442283,100
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,20130215,G11,23.73958363,113.8088446,340
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,20130316,G20,24.91598268,113.0771307,600
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,20150110,G27,25.07783659,114.4167271,450
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,20150118,G06,23.26230851,114.0601897,300
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,20150125,G05,23.47041957,113.5717353,380
Lauraceae,Litsea,Litsea cubeba,Shrub,Perennial,Woody,Deciduous,20150124,G17,24.09534133,114.1697406,600
Rubiaceae,Ophiorrhiza,Ophiorrhiza cantoniensis,Herb,Perennial,Herbaceous,Evergreen,19290328,G15,24.20764054,113.3967788,350
Rubiaceae,Ophiorrhiza,Ophiorrhiza cantoniensis,Herb,Perennial,Herbaceous,Evergreen,19300215,G03,23.17513536,112.5422662,100
Rubiaceae,Ophiorrhiza,Ophiorrhiza cantoniensis,Herb,Perennial,Herbaceous,Evergreen,19310129,G03,23.17513536,112.5422662,100
Rubiaceae,Ophiorrhiza,Ophiorrhiza cantoniensis,Herb,Perennial,Herbaceous,Evergreen,19560206,G16,24.44378555,113.667447,300
Rubiaceae,Ophiorrhiza,Ophiorrhiza cantoniensis,Herb,Perennial,Herbaceous,Evergreen,19570330,G16,24.44378555,113.667447,350
Rubiaceae,Ophiorrhiza,Ophiorrhiza cantoniensis,Herb,Perennial,Herbaceous,Evergreen,19630204,G03,23.16916212,112.5450469,130
Rubiaceae,Ophiorrhiza,Ophiorrhiza cantoniensis,Herb,Perennial,Herbaceous,Evergreen,19810109,G03,23.17008682,112.5253093,100
Rubiaceae,Ophiorrhiza,Ophiorrhiza cantoniensis,Herb,Perennial,Herbaceous,Evergreen,19820118,G01,23.460373,111.902715,400
Rubiaceae,Ophiorrhiza,Ophiorrhiza cantoniensis,Herb,Perennial,Herbaceous,Evergreen,20120329,G20,24.68844868,113.0317435,889
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,19290114,G15,24.20764054,113.3967788,350
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,19300315,G15,24.20764054,113.3967788,350
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,19300326,G21,24.72793343,113.9224344,400
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,19310102,G25,25.28766177,113.1791139,200
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,19340407,G25,25.09567459,113.1670299,600
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,19340410,G20,24.98219633,113.1366786,600
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,19340418,G20,24.98219633,113.1366786,320
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,19360406,G25,25.27708961,113.4098409,500
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,19640316,G03,23.18254877,112.5224715,950
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,19740222,G20,24.87574863,113.1372617,850
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,19970215,G11,23.63944517,113.8904019,1000
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,20060215,G19,24.9792453,112.8829174,750
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,20090318,G20,24.91598268,113.0771307,600
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,20100126,G11,23.81512996,113.9486433,560
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,20100227,G03,23.17008682,112.5253093,250
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,20110301,G03,23.17008682,112.5253093,250
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,20120326,G20,24.91598268,113.0771307,1318
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,20141228,G20,24.8124166,113.3090182,200
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,20150106,G11,23.81512996,113.9486433,560
Magnoliaceae,Michelia,Michelia maudiae,Tree,Perennial,Woody,Evergreen,20150127,G20,24.92357239,113.0832767,650
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,19300221,G06,23.26230851,114.0601897,250
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,19310416,G16,24.34086914,113.6654078,400
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,19340325,G19,24.9792453,112.8829174,500
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,19340325,G25,25.09567459,113.1670299,600
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,19350113,G06,23.32833694,114.0027009,320
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,19360329,G26,25.42312481,113.9273458,1100
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,19360405,G25,25.23690756,113.3877705,550
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,19420225,G25,25.27771162,113.0676097,170
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,19430326,G16,24.44378555,113.667447,280
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,19430411,G25,25.18400793,113.3486272,560
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,19580407,G11,23.74153024,113.9359294,800
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,19810406,G11,23.63535871,113.8518078,580
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,19820316,G20,24.98217033,113.1363626,646
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,20050316,G20,24.52268377,113.123325,450
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,20070325,G25,25.33893381,113.4476724,1200
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,20070322,G25,25.22678297,113.4457566,600
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,20100131,G11,23.81512996,113.9486433,560
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,20110107,G11,23.63944517,113.8904019,500
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,20120327,G20,24.94741861,113.0895243,592
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,20130317,G20,24.91598268,113.0771307,600
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,20130215,G11,23.73958363,113.8088446,340
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,20140406,G21,24.81393209,113.5924326,450
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,20140314,G18,24.53070358,112.0312777,540
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,20150124,G20,24.52268377,113.123325,450
Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Herb,Perennial,Herbaceous,Evergreen,20150110,G11,23.81512996,113.9486433,560
Schoepfiaceae,Schoepfia,Schoepfia chinensis,Shrub,Perennial,Woody,Deciduous,19290321,G15,24.20764054,113.3967788,350
Schoepfiaceae,Schoepfia,Schoepfia chinensis,Shrub,Perennial,Woody,Deciduous,19300325,G21,24.72793343,113.9224344,400
Schoepfiaceae,Schoepfia,Schoepfia chinensis,Shrub,Perennial,Woody,Deciduous,19300313,G15,24.20764054,113.3967788,350
Schoepfiaceae,Schoepfia,Schoepfia chinensis,Shrub,Perennial,Woody,Deciduous,19340407,G25,25.09567459,113.1670299,600
Schoepfiaceae,Schoepfia,Schoepfia chinensis,Shrub,Perennial,Woody,Deciduous,19360404,G25,25.23690756,113.3877705,550
Schoepfiaceae,Schoepfia,Schoepfia chinensis,Shrub,Perennial,Woody,Deciduous,19430325,G24,25.18382121,112.9622325,130
Schoepfiaceae,Schoepfia,Schoepfia chinensis,Shrub,Perennial,Woody,Deciduous,19590328,G16,24.44378555,113.667447,350
Schoepfiaceae,Schoepfia,Schoepfia chinensis,Shrub,Perennial,Woody,Deciduous,19770310,G03,23.18369284,112.5297672,300
Schoepfiaceae,Schoepfia,Schoepfia chinensis,Shrub,Perennial,Woody,Deciduous,20070322,G25,25.22678297,113.4457566,500
Schoepfiaceae,Schoepfia,Schoepfia chinensis,Shrub,Perennial,Woody,Deciduous,20120329,G20,24.68844868,113.0317435,889
Schoepfiaceae,Schoepfia,Schoepfia chinensis,Shrub,Perennial,Woody,Deciduous,20130317,G20,24.91598268,113.0771307,600
Schoepfiaceae,Schoepfia,Schoepfia chinensis,Shrub,Perennial,Woody,Deciduous,20150307,G04,23.20642997,113.3576714,100
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,19290329,G15,24.20764054,113.3967788,350
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,19320404,G11,23.63475692,113.8822304,500
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,19370318,G03,23.17008682,112.5253093,250
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,19430325,G16,24.44378555,113.667447,230
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,19430408,G25,25.2378776,113.0742658,400
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,19570330,G03,23.18266206,112.5134471,200
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,19580405,G11,23.74153024,113.9359294,400
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,19630318,G03,23.17008682,112.5253093,200
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,19640318,G03,23.17997457,112.5344557,400
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,19910326,G22,24.72791583,114.2558558,600
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,20070324,G11,23.81512996,113.9486433,560
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,20090319,G20,24.91598268,113.0771307,600
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,20110408,G03,23.17008682,112.5253093,250
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,20120316,G11,23.81512996,113.9486433,560
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,20140325,G04,23.20642997,113.3576714,100
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,20140323,G11,23.86141324,113.5807708,350
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,20150321,G22,24.72791583,114.2558558,500
Pittosporaceae,Pittosporum,Pittosporum glabratum,Shrub,Perennial,Woody,Evergreen,20150315,G03,23.17008682,112.5253093,200
Lauraceae,Lindera,Lindera communis,Shrub,Perennial,Woody,Evergreen,19300312,G15,24.20764054,113.3967788,350
Lauraceae,Lindera,Lindera communis,Shrub,Perennial,Woody,Evergreen,19340327,G20,24.87380048,113.1388454,450
Lauraceae,Lindera,Lindera communis,Shrub,Perennial,Woody,Evergreen,19340324,G25,25.09572213,113.1670375,600
Lauraceae,Lindera,Lindera communis,Shrub,Perennial,Woody,Evergreen,19360406,G25,25.27708961,113.4098409,500
Lauraceae,Lindera,Lindera communis,Shrub,Perennial,Woody,Evergreen,19420319,G24,25.18810633,112.9622558,120
Lauraceae,Lindera,Lindera communis,Shrub,Perennial,Woody,Evergreen,19430327,G16,24.46202329,113.6263303,130
Lauraceae,Lindera,Lindera communis,Shrub,Perennial,Woody,Evergreen,19630306,G03,23.1661511,112.548497,100
Lauraceae,Lindera,Lindera communis,Shrub,Perennial,Woody,Evergreen,19640310,G03,23.17385954,112.545577,80
Lauraceae,Lindera,Lindera communis,Shrub,Perennial,Woody,Evergreen,20140325,G27,25.07783659,114.4167271,450
Aquifoliaceae,Ilex,Ilex ficoidea,Tree,Perennial,Woody,Evergreen,19300327,G21,24.72793343,113.9224344,400
Aquifoliaceae,Ilex,Ilex ficoidea,Tree,Perennial,Woody,Evergreen,19340331,G25,25.09567459,113.1670299,600
Aquifoliaceae,Ilex,Ilex ficoidea,Tree,Perennial,Woody,Evergreen,19340418,G20,24.98219633,113.1366786,320
Aquifoliaceae,Ilex,Ilex ficoidea,Tree,Perennial,Woody,Evergreen,19420318,G24,25.22135084,112.926278,100
Aquifoliaceae,Ilex,Ilex ficoidea,Tree,Perennial,Woody,Evergreen,19650221,G03,23.18283972,112.518754,600
Aquifoliaceae,Ilex,Ilex ficoidea,Tree,Perennial,Woody,Evergreen,19750404,G03,23.17461145,112.5442283,800
Aquifoliaceae,Ilex,Ilex ficoidea,Tree,Perennial,Woody,Evergreen,19760301,G03,23.18283972,112.518754,850
Aquifoliaceae,Ilex,Ilex ficoidea,Tree,Perennial,Woody,Evergreen,19850429,G18,24.721301,112.0841837,1000
Aquifoliaceae,Ilex,Ilex ficoidea,Tree,Perennial,Woody,Evergreen,19910515,G22,24.72791583,114.2558558,550
Aquifoliaceae,Ilex,Ilex ficoidea,Tree,Perennial,Woody,Evergreen,20140314,G27,25.07783659,114.4167271,450
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19290415,G04,23.18662175,113.2926765,150
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19290329,G15,24.20764054,113.3967788,350
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19300412,G21,24.72793343,113.9224344,400
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19300322,G06,23.25591361,114.0443308,60
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19300321,G10,23.7044273,113.1609172,150
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19310418,G04,23.18662175,113.2926765,150
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19310410,G16,24.34086914,113.6654078,400
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19320428,G11,23.63475692,113.8822304,500
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19340410,G25,25.09567459,113.1670299,600
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19340405,G06,23.26230851,114.0601897,300
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19430409,G25,25.22194212,113.359417,230
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19430325,G20,24.91838152,113.1643799,200
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19430328,G16,24.46202329,113.6263303,130
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19560409,G10,23.72600324,113.1761628,170
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19570402,G21,24.52951437,113.5938281,200
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19580407,G11,23.81512996,113.9486433,750
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19590423,G11,23.74153024,113.9359294,650
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19640416,G04,23.18116725,113.3733918,60
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19710416,G20,24.98217033,113.1363626,460
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19780316,G03,23.17543236,112.5415942,100
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19810402,G11,23.63934632,113.8714429,500
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,19870314,G25,25.27773069,113.1069051,500
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,20090317,G04,23.2241698,113.4157769,200
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,20100319,G27,25.07783659,114.4167271,450
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,20100311,G03,23.17008682,112.5253093,250
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,20110305,G04,23.12264691,113.3336259,100
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,20120401,G16,24.09270269,113.7586899,200
Rosaceae,Rhaphiolepis,Rhaphiolepis indica,Shrub,Perennial,Woody,Evergreen,20150317,G04,23.20642997,113.3576714,100
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,19290312,G15,24.20764054,113.3967788,350
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,19300406,G21,24.72793343,113.9224344,400
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,19300321,G10,23.7044273,113.1609172,130
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,19340421,G20,24.87378963,113.1388607,320
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,19370317,G03,23.17008682,112.5253093,250
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,19430402,G16,24.44378555,113.667447,300
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,19430411,G25,25.18400793,113.3486272,560
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,19570331,G03,23.17037286,112.5430387,50
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,19570402,G21,24.52951437,113.5938281,300
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,19590415,G20,24.94999527,113.3497348,360
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,19630306,G03,23.16309912,112.5518559,50
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,19850430,G18,24.76508907,112.0814121,800
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,20050427,G19,24.98474507,112.8667724,550
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,20100423,G25,25.13285932,113.3418581,500
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,20100320,G27,25.07783659,114.4167271,450
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,20110404,G11,23.81512996,113.9486433,560
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,20140412,G11,23.81512996,113.9486433,560
Styracaceae,Styrax,Styrax faberi,Shrub,Perennial,Woody,Evergreen,20150404,G21,24.81393209,113.5924326,450
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19300329,G10,23.84453175,113.2739506,120
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19310413,G16,24.34086914,113.6654078,400
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19320412,G11,23.63475692,113.8822304,500
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19340325,G19,24.9792453,112.8829174,500
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19340420,G20,24.87378963,113.1388607,280
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19360405,G26,25.42312481,113.9273458,1100
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19360502,G06,23.32833694,114.0027009,320
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19360404,G25,25.23690756,113.3877705,550
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19420310,G24,25.18382121,112.9622325,130
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19430420,G16,24.44378555,113.667447,270
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19510424,G18,24.64231738,112.2151304,570
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19510510,G13,24.42734159,112.2233721,1300
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19580408,G11,23.81512996,113.9486433,350
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19580410,G11,23.74153024,113.9359294,750
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19630315,G03,23.15891672,112.5375248,80
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19640324,G03,23.17008682,112.5253093,300
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19710416,G20,24.98217033,113.1363626,460
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19780422,G06,23.26230851,114.0601897,300
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19780331,G03,23.17997457,112.5344557,200
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19820310,G20,24.73346601,113.184261,300
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19850504,G18,24.81538014,112.1536421,900
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19990406,G19,24.82124195,112.6603959,700
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,19990511,G18,24.81566904,112.1539548,800
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,20000506,G13,24.27164242,111.9497281,1000
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,20000408,G19,24.82124195,112.6603959,630
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,20040228,G19,24.9792453,112.8829174,550
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,20050309,G20,24.96024502,113.0611132,508
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,20060311,G20,24.96024502,113.0611132,510
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,20070322,G25,25.22678297,113.4457566,800
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,20070319,G20,24.96024502,113.0611132,800
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,20110226,G11,23.81512996,113.9486433,560
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,20120402,G11,23.71837178,113.8580662,230
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,20140331,G20,24.91598268,113.0771307,600
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,20140405,G21,24.81393209,113.5924326,450
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,20140313,G27,25.07783659,114.4167271,450
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,20150315,G03,23.17008682,112.5253093,250
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,20150321,G04,23.20642997,113.3576714,100
Violaceae,Viola,Viola diffusa,Herb,Annual,Herbaceous,Deciduous,20150315,G27,25.07783659,114.4167271,450
Ericaceae,Rhododendron,Rhododendron mariae,Shrub,Perennial,Woody,Evergreen,19110407,G10,23.68423531,113.0505649,120
Ericaceae,Rhododendron,Rhododendron mariae,Shrub,Perennial,Woody,Evergreen,19290328,G15,24.20764054,113.3967788,350
Ericaceae,Rhododendron,Rhododendron mariae,Shrub,Perennial,Woody,Evergreen,19300507,G06,23.25870141,114.0251606,250
