Family,Genus,Name,Growth.form.1,Growth.form.2,Growth.form.3,Leaf.habit,Collection.date,Grid,Latitude,Longitude,Elevation
Rhamnaceae,Rhamnus,Rhamnus crenata,Shrub,Perennial,Woody,Deciduous,19290602,G25,25.1838761,113.3485494,500
Rhamnaceae,Rhamnus,Rhamnus crenata,Shrub,Perennial,Woody,Deciduous,19310515,G16,24.34086914,113.6654078,400
Rhamnaceae,Rhamnus,Rhamnus crenata,Shrub,Perennial,Woody,Deciduous,19320601,G06,23.25870141,114.0251606,250
Rhamnaceae,Rhamnus,Rhamnus crenata,Shrub,Perennial,Woody,Deciduous,19340526,G25,25.19053787,113.4148597,320
Rhamnaceae,Rhamnus,Rhamnus crenata,Shrub,Perennial,Woody,Deciduous,19350530,G03,23.17008682,112.5253093,250
Rhamnaceae,Rhamnus,Rhamnus crenata,Shrub,Perennial,Woody,Deciduous,19420608,G24,25.22459056,112.9500955,100
Rhamnaceae,Rhamnus,Rhamnus crenata,Shrub,Perennial,Woody,Deciduous,19560519,G02,23.02794524,112.403334,200
Rhamnaceae,Rhamnus,Rhamnus crenata,Shrub,Perennial,Woody,Deciduous,19570609,G20,24.72333373,113.142435,400
Rhamnaceae,Rhamnus,Rhamnus crenata,Shrub,Perennial,Woody,Deciduous,19580525,G07,23.57960073,111.5801075,300
Rhamnaceae,Rhamnus,Rhamnus crenata,Shrub,Perennial,Woody,Deciduous,19580523,G18,24.55017949,112.0274815,380
Rhamnaceae,Rhamnus,Rhamnus crenata,Shrub,Perennial,Woody,Deciduous,19590604,G19,24.78904096,112.821714,204
Rhamnaceae,Rhamnus,Rhamnus crenata,Shrub,Perennial,Woody,Deciduous,19630611,G03,23.18283972,112.518754,1000
Rhamnaceae,Rhamnus,Rhamnus crenata,Shrub,Perennial,Woody,Deciduous,19640518,G04,23.18662175,113.2926765,150
Rhamnaceae,Rhamnus,Rhamnus crenata,Shrub,Perennial,Woody,Deciduous,19840611,G19,24.97277474,112.6515637,600
Rhamnaceae,Rhamnus,Rhamnus crenata,Shrub,Perennial,Woody,Deciduous,19930512,G06,23.24569192,114.3919616,825
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,19280505,G03,23.17008682,112.5253093,100
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,19290524,G25,25.1838761,113.3485494,500
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,19300525,G06,23.32833694,114.0027009,320
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,19310516,G16,24.34086914,113.6654078,400
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,19350529,G11,23.63535871,113.8518078,580
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,19350616,G25,25.19053787,113.4148597,320
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,19430703,G25,25.18400793,113.3486272,560
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,19510616,G25,25.04842255,113.3945458,500
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,19560516,G03,23.17040284,112.5379889,200
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,19570702,G25,25.10219668,113.2539801,800
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,19570611,G20,24.73581401,113.184758,600
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,19580526,G07,23.64852679,111.6130477,150
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,19630528,G03,23.17532145,112.5414583,100
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,19710707,G20,24.95090828,113.0296963,460
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,19730612,G20,24.92357239,113.0832767,450
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,19740531,G01,23.46149079,111.9399165,250
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,19850715,G17,24.20324039,114.2338861,650
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,20100707,G06,23.33778792,114.3875002,400
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,20110509,G11,23.81512996,113.9486433,560
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,20150501,G04,23.20642997,113.3576714,100
Clusiaceae,Garcinia,Garcinia multiflora,Tree,Perennial,Woody,Evergreen,20150513,G11,23.73958363,113.8088446,340
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,19290530,G25,25.22107832,113.330734,700
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,19300505,G06,23.25870141,114.0251606,250
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,19310613,G03,23.17040284,112.5379889,200
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,19320615,G16,24.34086914,113.6654078,400
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,19570616,G20,24.73581401,113.184758,600
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,19580613,G18,24.76462745,112.0809291,700
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,19580612,G07,23.50118505,111.7410531,200
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,19580523,G18,24.55017949,112.0274815,300
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,19580526,G27,25.26144948,114.0628189,650
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,19730525,G20,24.92325907,113.0829775,430
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,19740514,G01,23.46149079,111.9399165,250
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,19770609,G03,23.17397798,112.5322241,300
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,19820628,G22,24.72791583,114.2558558,300
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,19870430,G06,23.25870141,114.0251606,100
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,19870617,G03,23.17564636,112.5387702,200
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,19930513,G06,23.24569192,114.3919616,550
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,20000522,G13,24.41187696,112.0902991,650
Aquifoliaceae,Ilex,Ilex triflora,Shrub,Perennial,Woody,Evergreen,20150430,G03,23.17008682,112.5253093,150
Euphorbiaceae,Triadica,Triadica sebifera,Tree,Perennial,Woody,Deciduous,19300511,G06,23.26655355,114.0567488,200
Euphorbiaceae,Triadica,Triadica sebifera,Tree,Perennial,Woody,Deciduous,19350618,G25,25.19053787,113.4148597,320
Euphorbiaceae,Triadica,Triadica sebifera,Tree,Perennial,Woody,Deciduous,19420604,G24,25.22459056,112.9500955,100
Euphorbiaceae,Triadica,Triadica sebifera,Tree,Perennial,Woody,Deciduous,19420621,G20,24.91838152,113.1643799,200
Euphorbiaceae,Triadica,Triadica sebifera,Tree,Perennial,Woody,Deciduous,19580529,G07,23.57960073,111.5801075,250
Euphorbiaceae,Triadica,Triadica sebifera,Tree,Perennial,Woody,Deciduous,19580610,G27,25.26392267,114.1989456,300
Euphorbiaceae,Triadica,Triadica sebifera,Tree,Perennial,Woody,Deciduous,19630603,G03,23.16309912,112.5518559,50
Euphorbiaceae,Triadica,Triadica sebifera,Tree,Perennial,Woody,Deciduous,19740613,G07,23.53327373,111.9289349,500
Euphorbiaceae,Triadica,Triadica sebifera,Tree,Perennial,Woody,Deciduous,19780506,G06,23.26230851,114.0601897,300
Euphorbiaceae,Triadica,Triadica sebifera,Tree,Perennial,Woody,Deciduous,19820630,G22,24.72791583,114.2558558,500
Euphorbiaceae,Triadica,Triadica sebifera,Tree,Perennial,Woody,Deciduous,19990522,G09,23.87927009,112.870016,300
Euphorbiaceae,Triadica,Triadica sebifera,Tree,Perennial,Woody,Deciduous,19990513,G18,24.72823841,112.2854408,100
Euphorbiaceae,Triadica,Triadica sebifera,Tree,Perennial,Woody,Deciduous,20090529,G19,24.76063956,112.862526,600
Euphorbiaceae,Triadica,Triadica sebifera,Tree,Perennial,Woody,Deciduous,20100528,G03,23.17008682,112.5253093,250
Euphorbiaceae,Triadica,Triadica sebifera,Tree,Perennial,Woody,Deciduous,20110531,G03,23.17008682,112.5253093,250
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,19290604,G25,25.1838761,113.3485494,500
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,19300604,G03,23.17008682,112.5253093,250
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,19300614,G20,24.94011117,113.3012441,670
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,19350530,G03,23.17008682,112.5253093,250
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,19560609,G19,24.68996494,112.8471956,850
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,19570615,G03,23.17008682,112.5253093,250
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,19580523,G18,24.55017949,112.0274815,300
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,19580529,G07,23.57960073,111.5801075,250
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,19590604,G19,24.78904096,112.821714,600
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,19630528,G03,23.17123784,112.5374779,250
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,19640518,G04,23.18662175,113.2926765,150
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,19730525,G20,24.92325907,113.0829775,450
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,19740521,G01,23.46149079,111.9399165,300
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,19990522,G09,23.87927009,112.870016,300
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,20090610,G03,23.17008682,112.5253093,250
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,20090606,G19,24.76063956,112.862526,600
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,20130526,G06,23.26230851,114.0601897,300
Euphorbiaceae,Triadica,Triadica cochinchinensis,Tree,Perennial,Woody,Deciduous,20150621,G11,23.74939559,113.9243183,560
Fabaceae,Eriosema,Eriosema chinense,Herb,Perennial,Herbaceous,Evergreen,19290604,G25,25.1838761,113.3485494,500
Fabaceae,Eriosema,Eriosema chinense,Herb,Perennial,Herbaceous,Evergreen,19300515,G04,23.17138977,113.2947978,200
Fabaceae,Eriosema,Eriosema chinense,Herb,Perennial,Herbaceous,Evergreen,19350618,G25,25.19053787,113.4148597,320
Fabaceae,Eriosema,Eriosema chinense,Herb,Perennial,Herbaceous,Evergreen,19410604,G24,25.24692672,112.9338022,280
Fabaceae,Eriosema,Eriosema chinense,Herb,Perennial,Herbaceous,Evergreen,19420626,G25,25.22448057,113.356027,230
Fabaceae,Eriosema,Eriosema chinense,Herb,Perennial,Herbaceous,Evergreen,19510520,G04,23.18662175,113.2926765,150
Fabaceae,Eriosema,Eriosema chinense,Herb,Perennial,Herbaceous,Evergreen,19560530,G19,24.68996494,112.8471956,650
Fabaceae,Eriosema,Eriosema chinense,Herb,Perennial,Herbaceous,Evergreen,19570609,G20,24.73576843,113.1846321,600
Fabaceae,Eriosema,Eriosema chinense,Herb,Perennial,Herbaceous,Evergreen,19580524,G07,23.64852679,111.6130477,430
Fabaceae,Eriosema,Eriosema chinense,Herb,Perennial,Herbaceous,Evergreen,19580606,G27,25.26392267,114.1989456,500
Fabaceae,Eriosema,Eriosema chinense,Herb,Perennial,Herbaceous,Evergreen,19730602,G20,24.92357239,113.0832767,450
Fabaceae,Eriosema,Eriosema chinense,Herb,Perennial,Herbaceous,Evergreen,19740601,G01,23.42750951,111.9409838,450
Fabaceae,Eriosema,Eriosema chinense,Herb,Perennial,Herbaceous,Evergreen,19770531,G03,23.17997457,112.5344557,300
Fabaceae,Eriosema,Eriosema chinense,Herb,Perennial,Herbaceous,Evergreen,19880607,G03,23.17040112,112.5450069,100
Proteaceae,Helicia,Helicia reticulata,Tree,Perennial,Woody,Evergreen,19290604,G25,25.1838761,113.3485494,500
Proteaceae,Helicia,Helicia reticulata,Tree,Perennial,Woody,Evergreen,19560630,G11,23.63535871,113.8518078,500
Proteaceae,Helicia,Helicia reticulata,Tree,Perennial,Woody,Evergreen,19570604,G20,24.73581401,113.184758,600
Proteaceae,Helicia,Helicia reticulata,Tree,Perennial,Woody,Evergreen,19630526,G03,23.17040284,112.5379889,200
Proteaceae,Helicia,Helicia reticulata,Tree,Perennial,Woody,Evergreen,19770528,G03,23.17561736,112.5412852,100
Proteaceae,Helicia,Helicia reticulata,Tree,Perennial,Woody,Evergreen,19780513,G03,23.17561736,112.5412852,100
Proteaceae,Helicia,Helicia reticulata,Tree,Perennial,Woody,Evergreen,19840625,G23,25.11999223,112.3914731,600
Proteaceae,Helicia,Helicia reticulata,Tree,Perennial,Woody,Evergreen,20100707,G03,23.17008682,112.5253093,250
Proteaceae,Helicia,Helicia reticulata,Tree,Perennial,Woody,Evergreen,20150621,G11,23.74939559,113.9243183,560
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19290530,G25,25.22107832,113.330734,500
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19300608,G03,23.17093384,112.5401449,200
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19320531,G11,23.74153024,113.9359294,650
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19330513,G25,25.03282278,113.2264807,400
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19340517,G25,25.20837888,113.459623,600
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19340509,G20,24.87378963,113.1388607,460
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19420629,G25,25.34350058,113.3726182,530
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19510615,G25,25.04842255,113.3945458,500
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19570628,G25,25.10219668,113.2539801,800
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19570608,G03,23.17093384,112.5401449,300
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19570626,G20,24.68851491,113.0316603,700
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19570516,G19,24.97152829,112.954933,1000
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19580626,G27,25.0330683,114.341565,450
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19580530,G18,24.53070358,112.0312777,490
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19580610,G07,23.50118505,111.7410531,200
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19580615,G18,24.76462745,112.0809291,860
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19630611,G03,23.18254877,112.5224715,500
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19630605,G19,24.9792453,112.8829174,500
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19710701,G20,24.98217033,113.1363626,460
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19730521,G20,24.83220142,113.0491928,500
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19740611,G01,23.460373,111.902715,1000
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,19770525,G03,23.18283972,112.518754,600
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,20090604,G19,24.76063956,112.862526,600
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,20120616,G20,24.91598268,113.0771307,600
Schisandraceae,Kadsura,Kadsura coccinea,Liana,Perennial,Woody,Evergreen,20150621,G11,23.74939559,113.9243183,560
Pentaphylacaceae,Pentaphylax,Pentaphylax euryoides,Tree,Perennial,Woody,Evergreen,19570614,G19,24.97152829,112.954933,1100
Pentaphylacaceae,Pentaphylax,Pentaphylax euryoides,Tree,Perennial,Woody,Evergreen,19570609,G20,24.73581401,113.184758,600
Pentaphylacaceae,Pentaphylax,Pentaphylax euryoides,Tree,Perennial,Woody,Evergreen,19630611,G03,23.18254877,112.5224715,1000
Pentaphylacaceae,Pentaphylax,Pentaphylax euryoides,Tree,Perennial,Woody,Evergreen,19730625,G20,24.87574863,113.1372617,800
Pentaphylacaceae,Pentaphylax,Pentaphylax euryoides,Tree,Perennial,Woody,Evergreen,19730519,G20,24.89971626,113.064041,500
Pentaphylacaceae,Pentaphylax,Pentaphylax euryoides,Tree,Perennial,Woody,Evergreen,19740523,G01,23.4614686,111.932484,350
Pentaphylacaceae,Pentaphylax,Pentaphylax euryoides,Tree,Perennial,Woody,Evergreen,19770510,G03,23.18283972,112.518754,600
Pentaphylacaceae,Pentaphylax,Pentaphylax euryoides,Tree,Perennial,Woody,Evergreen,19780617,G03,23.18283972,112.518754,600
Pentaphylacaceae,Pentaphylax,Pentaphylax euryoides,Tree,Perennial,Woody,Evergreen,19840609,G19,24.97277474,112.6515637,650
Pentaphylacaceae,Pentaphylax,Pentaphylax euryoides,Tree,Perennial,Woody,Evergreen,19930506,G06,23.24569192,114.3919616,320
Pentaphylacaceae,Pentaphylax,Pentaphylax euryoides,Tree,Perennial,Woody,Evergreen,20090522,G03,23.17008682,112.5253093,900
Pentaphylacaceae,Pentaphylax,Pentaphylax euryoides,Tree,Perennial,Woody,Evergreen,20090609,G19,24.76063956,112.862526,600
Pentaphylacaceae,Pentaphylax,Pentaphylax euryoides,Tree,Perennial,Woody,Evergreen,20120616,G20,24.91598268,113.0771307,600
Pentaphylacaceae,Pentaphylax,Pentaphylax euryoides,Tree,Perennial,Woody,Evergreen,20130507,G06,23.33778792,114.3875002,400
Zingiberaceae,Alpinia,Alpinia oblongifolia,Herb,Perennial,Herbaceous,Evergreen,19300509,G06,23.26655355,114.0567488,100
Zingiberaceae,Alpinia,Alpinia oblongifolia,Herb,Perennial,Herbaceous,Evergreen,19320615,G16,24.34086914,113.6654078,400
Zingiberaceae,Alpinia,Alpinia oblongifolia,Herb,Perennial,Herbaceous,Evergreen,19350618,G25,25.19053787,113.4148597,320
Zingiberaceae,Alpinia,Alpinia oblongifolia,Herb,Perennial,Herbaceous,Evergreen,19560515,G03,23.17008682,112.5253093,250
Zingiberaceae,Alpinia,Alpinia oblongifolia,Herb,Perennial,Herbaceous,Evergreen,19580708,G13,24.24811301,112.0422707,500
Zingiberaceae,Alpinia,Alpinia oblongifolia,Herb,Perennial,Herbaceous,Evergreen,19630521,G03,23.17423435,112.5416502,100
Zingiberaceae,Alpinia,Alpinia oblongifolia,Herb,Perennial,Herbaceous,Evergreen,19780525,G03,23.17397798,112.5322241,300
Zingiberaceae,Alpinia,Alpinia oblongifolia,Herb,Perennial,Herbaceous,Evergreen,19810520,G03,23.17040284,112.5379889,200
Zingiberaceae,Alpinia,Alpinia oblongifolia,Herb,Perennial,Herbaceous,Evergreen,20060703,G11,23.63944517,113.8904019,500
Zingiberaceae,Alpinia,Alpinia oblongifolia,Herb,Perennial,Herbaceous,Evergreen,20070525,G06,23.25870141,114.0251606,250
Zingiberaceae,Alpinia,Alpinia oblongifolia,Herb,Perennial,Herbaceous,Evergreen,20090607,G11,23.76775214,113.9104236,320
Zingiberaceae,Alpinia,Alpinia oblongifolia,Herb,Perennial,Herbaceous,Evergreen,20090607,G19,24.76063956,112.862526,600
Zingiberaceae,Alpinia,Alpinia oblongifolia,Herb,Perennial,Herbaceous,Evergreen,20130621,G11,23.63944517,113.8904019,500
Zingiberaceae,Alpinia,Alpinia oblongifolia,Herb,Perennial,Herbaceous,Evergreen,20150610,G06,23.26230851,114.0601897,300
Zingiberaceae,Alpinia,Alpinia oblongifolia,Herb,Perennial,Herbaceous,Evergreen,20150622,G11,23.74939559,113.9243183,560
Ericaceae,Vaccinium,Vaccinium bracteatum,Shrub,Perennial,Woody,Evergreen,19290604,G25,25.1838761,113.3485494,500
Ericaceae,Vaccinium,Vaccinium bracteatum,Shrub,Perennial,Woody,Evergreen,19340519,G25,25.20837888,113.459623,600
Ericaceae,Vaccinium,Vaccinium bracteatum,Shrub,Perennial,Woody,Evergreen,19350618,G25,25.19053787,113.4148597,320
Ericaceae,Vaccinium,Vaccinium bracteatum,Shrub,Perennial,Woody,Evergreen,19510623,G21,24.68578612,113.5993516,400
Ericaceae,Vaccinium,Vaccinium bracteatum,Shrub,Perennial,Woody,Evergreen,19560528,G19,24.68996494,112.8471956,600
Ericaceae,Vaccinium,Vaccinium bracteatum,Shrub,Perennial,Woody,Evergreen,19570609,G20,24.72333373,113.142435,400
Ericaceae,Vaccinium,Vaccinium bracteatum,Shrub,Perennial,Woody,Evergreen,19580607,G27,25.26392267,114.1989456,300
Ericaceae,Vaccinium,Vaccinium bracteatum,Shrub,Perennial,Woody,Evergreen,19590617,G19,24.83901352,112.8402455,1100
Ericaceae,Vaccinium,Vaccinium bracteatum,Shrub,Perennial,Woody,Evergreen,19730531,G20,24.92325907,113.0829775,770
Ericaceae,Vaccinium,Vaccinium bracteatum,Shrub,Perennial,Woody,Evergreen,20060702,G11,23.63944517,113.8904019,500
Rubiaceae,Coptosapelta,Coptosapelta diffusa,Liana,Perennial,Woody,Evergreen,19290606,G25,25.1838761,113.3485494,500
Rubiaceae,Coptosapelta,Coptosapelta diffusa,Liana,Perennial,Woody,Evergreen,19350530,G03,23.17008682,112.5253093,350
Rubiaceae,Coptosapelta,Coptosapelta diffusa,Liana,Perennial,Woody,Evergreen,19350618,G25,25.19053787,113.4148597,320
Rubiaceae,Coptosapelta,Coptosapelta diffusa,Liana,Perennial,Woody,Evergreen,19560629,G11,23.63535871,113.8518078,580
Rubiaceae,Coptosapelta,Coptosapelta diffusa,Liana,Perennial,Woody,Evergreen,19570629,G25,25.10219668,113.2539801,800
Rubiaceae,Coptosapelta,Coptosapelta diffusa,Liana,Perennial,Woody,Evergreen,19570622,G20,24.68851491,113.0316603,700
Rubiaceae,Coptosapelta,Coptosapelta diffusa,Liana,Perennial,Woody,Evergreen,19580613,G18,24.76462745,112.0809291,700
Rubiaceae,Coptosapelta,Coptosapelta diffusa,Liana,Perennial,Woody,Evergreen,19580523,G07,23.64852679,111.6130477,200
Rubiaceae,Coptosapelta,Coptosapelta diffusa,Liana,Perennial,Woody,Evergreen,19630604,G03,23.17423435,112.5416502,100
Rubiaceae,Coptosapelta,Coptosapelta diffusa,Liana,Perennial,Woody,Evergreen,19760616,G03,23.16409729,112.5131788,310
Rubiaceae,Coptosapelta,Coptosapelta diffusa,Liana,Perennial,Woody,Evergreen,19770531,G03,23.17997457,112.5344557,300
Rubiaceae,Coptosapelta,Coptosapelta diffusa,Liana,Perennial,Woody,Evergreen,19840701,G23,25.09836197,112.3405183,600
Rubiaceae,Coptosapelta,Coptosapelta diffusa,Liana,Perennial,Woody,Evergreen,20040618,G19,24.9839036,112.845484,460
Rubiaceae,Coptosapelta,Coptosapelta diffusa,Liana,Perennial,Woody,Evergreen,20110611,G11,23.81512996,113.9486433,560
Actinidiaceae,Actinidia,Actinidia latifolia,Liana,Perennial,Woody,Deciduous,19290604,G25,25.1838761,113.3485494,500
Actinidiaceae,Actinidia,Actinidia latifolia,Liana,Perennial,Woody,Deciduous,19330711,G25,25.09572213,113.1670375,600
Actinidiaceae,Actinidia,Actinidia latifolia,Liana,Perennial,Woody,Deciduous,19350618,G25,25.19053787,113.4148597,320
Actinidiaceae,Actinidia,Actinidia latifolia,Liana,Perennial,Woody,Deciduous,19420627,G25,25.2325943,113.3573574,230
Actinidiaceae,Actinidia,Actinidia latifolia,Liana,Perennial,Woody,Deciduous,19570629,G25,25.10219668,113.2539801,800
Actinidiaceae,Actinidia,Actinidia latifolia,Liana,Perennial,Woody,Deciduous,19580522,G18,24.55017949,112.0274815,270
Actinidiaceae,Actinidia,Actinidia latifolia,Liana,Perennial,Woody,Deciduous,19580526,G07,23.64852679,111.6130477,200
Actinidiaceae,Actinidia,Actinidia latifolia,Liana,Perennial,Woody,Deciduous,19750608,G03,23.23032745,112.5505728,300
Actinidiaceae,Actinidia,Actinidia latifolia,Liana,Perennial,Woody,Deciduous,19760617,G03,23.18283972,112.518754,600
Actinidiaceae,Actinidia,Actinidia latifolia,Liana,Perennial,Woody,Deciduous,19840625,G23,25.11999223,112.3914731,600
Actinidiaceae,Actinidia,Actinidia latifolia,Liana,Perennial,Woody,Deciduous,20090610,G19,24.76063956,112.862526,600
Elaeocarpaceae,Elaeocarpus,Elaeocarpus sylvestris,Tree,Perennial,Woody,Evergreen,19300527,G06,23.32833694,114.0027009,320
Elaeocarpaceae,Elaeocarpus,Elaeocarpus sylvestris,Tree,Perennial,Woody,Evergreen,19350529,G11,23.63535871,113.8518078,580
Elaeocarpaceae,Elaeocarpus,Elaeocarpus sylvestris,Tree,Perennial,Woody,Evergreen,19350618,G25,25.19053787,113.4148597,320
Elaeocarpaceae,Elaeocarpus,Elaeocarpus sylvestris,Tree,Perennial,Woody,Evergreen,19420713,G24,25.22459056,112.9500955,100
Elaeocarpaceae,Elaeocarpus,Elaeocarpus sylvestris,Tree,Perennial,Woody,Evergreen,19570502,G03,23.17008682,112.5253093,100
Elaeocarpaceae,Elaeocarpus,Elaeocarpus sylvestris,Tree,Perennial,Woody,Evergreen,19580705,G13,24.22645969,111.9984941,450
Elaeocarpaceae,Elaeocarpus,Elaeocarpus sylvestris,Tree,Perennial,Woody,Evergreen,19630528,G03,23.17229136,112.5418732,100
Elaeocarpaceae,Elaeocarpus,Elaeocarpus sylvestris,Tree,Perennial,Woody,Evergreen,19740611,G01,23.460373,111.902715,1000
Elaeocarpaceae,Elaeocarpus,Elaeocarpus sylvestris,Tree,Perennial,Woody,Evergreen,19780530,G03,23.19676212,112.5643767,500
Elaeocarpaceae,Elaeocarpus,Elaeocarpus sylvestris,Tree,Perennial,Woody,Evergreen,20090720,G03,23.17008682,112.5253093,250
Elaeocarpaceae,Elaeocarpus,Elaeocarpus sylvestris,Tree,Perennial,Woody,Evergreen,20130630,G27,25.07783659,114.4167271,450
